Date,Region,Latitude,Longitude,Property_Type,Price,Rental_Yield_Pct,Demand_Score,Supply_Score,Economic_Indicator
2023-04-26,Coastal,40.58813855731135,-73.94370587384891,Villa,1750038.38,5.53,31,95,0.54
2023-12-01,Suburbs,40.76216457790615,-74.08133743855318,Commercial,1759910.27,5.54,36,8,0.52
2024-05-02,Coastal,40.619174388566485,-73.94316189957469,Studio,386545.42,5.07,34,62,0.52
2024-04-21,Tech Park,40.61651628602372,-74.10444555481845,Commercial,2626210.85,7.95,38,14,0.73
2024-08-23,Coastal,40.59637101861505,-73.95212674005063,Studio,301315.94,6.07,61,22,0.55
2024-03-17,Suburbs,40.74030418647286,-74.11684994982733,Commercial,1872574.42,5.55,98,94,0.67
2024-10-21,Downtown,40.71274499517932,-74.00557879603271,Studio,429396.82,3.94,73,69,0.57
2023-04-07,Suburbs,40.807684645531474,-74.0970116105298,Apartment,437022.35,5.52,82,27,0.4
2023-04-16,Coastal,40.617318532366106,-73.92997062748933,Apartment,668397.91,5.08,62,80,0.58
2023-04-23,Downtown,40.696504207800594,-73.98094314731145,Apartment,716383.15,4.38,81,79,0.56
2023-03-12,Suburbs,40.74575142140179,-74.0699157143434,Studio,287476.22,4.48,70,86,0.53
2024-03-06,Downtown,40.71772031928352,-74.02550732054557,Studio,508657.86,3.46,86,63,0.52
2023-10-13,Downtown,40.699619864835356,-74.03928953470667,Apartment,594330.9,3.97,98,65,0.39
2024-07-22,Downtown,40.69162992558009,-74.02567587835382,Studio,494585.91,4.68,16,61,0.48
2024-08-08,Suburbs,40.7813973287252,-74.09862725903145,Studio,265562.95,5.62,71,79,0.47
2023-03-22,Coastal,40.63159880215887,-73.96868295426216,Apartment,689907.3,5.24,84,1,0.6
2023-02-14,Tech Park,40.676283036226955,-74.05883210446842,Apartment,577030.97,5.93,55,64,0.54
2024-08-21,Suburbs,40.736942252836016,-74.10799798124262,Villa,1109083.83,6.22,26,35,0.44
2023-06-18,Coastal,40.59239185485178,-73.95661956347227,Apartment,726822.92,5.24,7,1,0.69
2023-05-06,Suburbs,40.76364271933491,-74.09404790114405,Studio,240721.98,5.35,63,42,0.47
2024-07-06,Coastal,40.62366647620887,-73.91652196822515,Studio,432543.61,4.77,81,64,0.64
2023-01-13,Suburbs,40.74709846808593,-74.09333975905767,Commercial,1377905.33,5.29,63,90,0.37
2023-06-25,Downtown,40.72181552507302,-73.99184747340355,Commercial,2571342.83,4.09,97,17,0.56
2023-12-03,Downtown,40.70409672674744,-73.99158621057612,Apartment,705964.55,4.27,21,18,0.42
2023-10-01,Tech Park,40.680905143395094,-74.00171565375523,Villa,1281978.96,5.11,49,29,0.54
2024-09-11,Industrial,40.79728145420288,-74.16656834098511,Apartment,470387.89,6.99,92,19,0.3
2023-06-03,Suburbs,40.747137685260725,-74.08425938326256,Villa,1073079.6,5.79,53,3,0.57
2024-11-26,Downtown,40.707740966015486,-74.01805343769118,Commercial,2475003.44,4.35,26,99,0.57
2023-02-15,Industrial,40.80913934729067,-74.17374194692161,Villa,905609.55,7.04,54,62,0.46
2023-05-14,Suburbs,40.74916783084538,-74.12060312266927,Studio,334820.11,6.66,78,43,0.47
2024-06-21,Suburbs,40.73691196209663,-74.1186132843592,Apartment,382544.28,5.45,52,68,0.41
2024-08-12,Industrial,40.74823166735591,-74.19915295738465,Studio,253181.16,7.8,21,28,0.62
2023-12-03,Industrial,40.77234130099366,-74.22361806903142,Villa,1000051.35,6.56,20,59,0.5
2023-12-05,Suburbs,40.76445366882412,-74.10502978514982,Villa,1198188.7,5.51,77,64,0.57
2023-05-03,Industrial,40.79301121345566,-74.21545137497513,Villa,802023.11,8.05,71,96,0.46
2023-05-23,Coastal,40.61826947464035,-73.92250402170873,Studio,347225.35,5.27,53,37,0.57
2024-06-12,Downtown,40.68944931569375,-73.99558893884536,Villa,1783270.04,3.9,11,38,0.54
2024-10-13,Coastal,40.61760570157968,-73.97173250353907,Villa,1420206.06,4.16,41,10,0.52
2024-05-30,Suburbs,40.7525827390629,-74.10352710672836,Villa,1037102.91,4.89,86,4,0.4
2024-01-27,Industrial,40.80439593469996,-74.18987518021389,Apartment,457892.23,7.78,12,73,0.65
2023-11-05,Suburbs,40.70884066493206,-74.0928756658037,Studio,284935.03,5.2,8,36,0.49
2023-11-02,Suburbs,40.73348031643947,-74.09112952523074,Villa,896170.1,4.36,38,38,0.5
2024-01-10,Tech Park,40.60844376360288,-74.05640595609073,Villa,1444212.21,5.84,38,24,0.62
2024-01-17,Tech Park,40.6260124576918,-74.00218467670464,Commercial,2490502.1,4.38,56,92,0.44
2023-10-25,Downtown,40.736660771691895,-74.0089807863234,Commercial,3215338.05,3.79,42,32,0.5
2023-12-09,Suburbs,40.75756141592003,-74.12884119083716,Apartment,365524.92,5.71,33,85,0.68
2023-08-14,Suburbs,40.73958272669698,-74.13161501634619,Studio,328588.29,4.72,18,88,0.59
2023-05-19,Tech Park,40.65543591370265,-74.04565166848626,Villa,1392966.22,6.96,68,42,0.58
2023-10-06,Coastal,40.57715320640467,-73.92984985210347,Commercial,2349468.3,4.42,24,34,0.5
2023-07-01,Downtown,40.699022289148495,-74.03071675482704,Apartment,763078.15,3.57,58,76,0.43
2023-09-15,Suburbs,40.77740087322342,-74.1326575567698,Commercial,1882848.89,5.61,88,76,0.52
2024-02-01,Industrial,40.77979555195776,-74.20924705047587,Apartment,416457.93,7.43,41,53,0.41
2023-02-09,Suburbs,40.748336625783956,-74.07576551403058,Studio,237890.72,6.08,85,70,0.35
2023-08-07,Suburbs,40.74710190841837,-74.13242238954112,Commercial,1741369.36,5.29,16,94,0.47
2023-10-27,Tech Park,40.63826433940981,-74.03011327840244,Studio,305558.08,5.46,97,92,0.24
2023-07-16,Industrial,40.80282881025846,-74.1772088892795,Villa,922813.25,7.12,78,75,0.54
2023-03-12,Suburbs,40.78869362458828,-74.12148610772452,Studio,288086.53,5.61,51,74,0.41
2024-09-01,Coastal,40.567541339946374,-73.97011707129498,Studio,323336.92,5.72,53,18,0.63
2024-02-29,Coastal,40.62292060288284,-73.96554742969693,Commercial,3023706.95,4.81,42,80,0.49
2024-01-03,Suburbs,40.74358880834948,-74.07083591023225,Commercial,1590576.91,5.57,42,39,0.44
2023-05-30,Suburbs,40.7836869703225,-74.07999956569813,Studio,250149.57,6.41,71,87,0.47
2024-11-19,Coastal,40.601969966960496,-73.92681531699432,Studio,391835.8,5.28,77,15,0.28
2024-02-24,Coastal,40.5696217834982,-74.00261460273659,Commercial,2466156.5,5.12,49,76,0.28
2023-03-25,Industrial,40.82639271324487,-74.18946926632655,Commercial,1523614.29,6.62,21,79,0.59
2024-02-18,Downtown,40.7357235652141,-74.00795972893441,Apartment,727696.79,3.9,84,52,0.61
2023-08-19,Suburbs,40.74115690059527,-74.13960300918109,Apartment,427422.2,4.6,91,60,0.47
2023-03-19,Coastal,40.578677334570536,-73.9487757525721,Apartment,642606.99,5.04,17,69,0.57
2024-01-13,Coastal,40.59734713711482,-73.9531983204567,Studio,426523.66,5.45,1,71,0.47
2023-03-21,Suburbs,40.76357687741052,-74.10038391100801,Studio,296264.91,5.56,5,21,0.34
2023-08-25,Tech Park,40.66209184689405,-74.03892087905835,Commercial,2605876.52,5.76,40,67,0.62
2023-02-24,Downtown,40.72268127837951,-74.06309253325809,Studio,423865.44,3.9,85,56,0.58
2023-09-15,Downtown,40.6756132645668,-74.01240925099519,Commercial,3007429.06,4.44,69,39,0.58
2023-03-22,Suburbs,40.75648917208705,-74.13607725585125,Commercial,1588316.38,5.32,25,69,0.49
2023-07-29,Tech Park,40.64704960870764,-74.04446836988818,Apartment,600513.36,6.19,23,81,0.53
2023-09-28,Downtown,40.695776737195004,-74.04420423857573,Studio,515397.4,3.97,86,27,0.61
2024-06-05,Downtown,40.701863838208546,-73.99421644331598,Commercial,2779589.09,3.88,86,18,0.47
2023-03-23,Coastal,40.61944181637513,-73.92393133116968,Studio,420377.52,4.95,34,71,0.4
2024-05-08,Coastal,40.59409210762602,-73.9300473584616,Studio,378815.02,4.62,4,39,0.38
2023-07-13,Industrial,40.814421855929716,-74.20656230666337,Commercial,1513025.13,6.47,48,20,0.46
2023-05-20,Downtown,40.70790630982332,-74.03317148030516,Villa,1605647.46,3.6,12,18,0.44
2023-05-02,Suburbs,40.7918639586442,-74.13023766839126,Apartment,485056.34,4.89,95,34,0.51
2023-03-19,Suburbs,40.73684425221409,-74.1144053543682,Villa,915073.32,5.42,67,3,0.62
2023-09-26,Suburbs,40.719630926820656,-74.10178477333085,Studio,243201.0,6.01,83,69,0.39
2023-11-20,Industrial,40.800578537281226,-74.20448764219783,Apartment,440844.06,7.76,35,95,0.4
2023-05-21,Industrial,40.78286698737178,-74.20284222922328,Commercial,1425042.12,7.35,99,81,0.33
2023-04-17,Coastal,40.581677169668374,-73.95330014722732,Commercial,2881497.71,5.13,12,88,0.53
2023-09-25,Tech Park,40.663627246531505,-74.0730738456268,Apartment,625326.52,6.93,45,35,0.29
2023-04-26,Coastal,40.59365299015515,-73.9660959749715,Villa,1645620.67,4.78,71,66,0.49
2024-04-08,Downtown,40.71970302299613,-74.0229948266432,Apartment,614702.5,4.19,45,11,0.45
2023-12-01,Suburbs,40.73270795717764,-74.09488704592299,Studio,291488.1,5.5,49,52,0.44
2023-06-15,Downtown,40.747168141452974,-74.0558468625586,Villa,1777503.65,3.68,95,64,0.39
2023-12-24,Industrial,40.80270676695784,-74.21000772180241,Commercial,1670160.28,9.16,13,41,0.35
2023-10-28,Coastal,40.5973395623872,-73.93301595381476,Studio,363992.9,5.1,58,27,0.47
2024-07-18,Tech Park,40.62062264870268,-74.05608295071376,Commercial,2163905.73,6.28,19,9,0.2
2023-02-08,Tech Park,40.6455436860056,-74.04515395450672,Studio,412511.02,5.89,29,11,0.58
2024-09-02,Suburbs,40.760226532883244,-74.07339236628684,Commercial,2037791.11,5.43,67,63,0.58
2023-09-15,Coastal,40.624070731638135,-73.943135324032,Villa,1681156.78,4.97,10,76,0.57
2023-12-12,Downtown,40.70960869436016,-73.9945305402611,Villa,1931082.45,3.86,5,15,0.49
2024-06-08,Coastal,40.60858265723045,-73.96433417657835,Studio,389819.75,5.19,66,54,0.5
2023-07-18,Coastal,40.634577597747935,-73.96469146773146,Studio,311227.28,4.4,63,85,0.42
2024-05-12,Industrial,40.849284248819984,-74.19346471044678,Apartment,500577.55,7.58,94,26,0.58
2023-12-08,Industrial,40.81845570192341,-74.20983475697582,Commercial,1522314.55,7.8,80,28,0.53
2024-05-25,Tech Park,40.626857667625735,-74.07666256709555,Commercial,2579297.48,6.84,92,72,0.58
2024-06-20,Suburbs,40.7732567715507,-74.1173850471043,Apartment,434566.57,4.87,54,67,0.55
2024-05-20,Tech Park,40.67178018649093,-74.06397575237055,Villa,1531831.61,6.27,84,65,0.5
2024-05-09,Tech Park,40.64323383867073,-74.04842194337711,Commercial,2289270.67,5.49,86,64,0.56
2024-06-19,Industrial,40.79953955083129,-74.21266857928394,Commercial,1492273.74,6.55,59,81,0.55
2024-12-30,Downtown,40.70715624478371,-73.98549226870912,Commercial,2862025.7,3.33,49,26,0.47
2024-03-30,Downtown,40.71866549930521,-74.02085549689058,Studio,447785.78,4.2,36,32,0.38
2024-03-14,Coastal,40.621156283616415,-73.96146679678432,Apartment,632028.17,6.2,69,51,0.77
2023-12-22,Coastal,40.614454419589066,-73.94006769234066,Studio,384013.05,4.88,82,50,0.47
2024-09-06,Suburbs,40.73206869645191,-74.07639743652517,Commercial,2005972.75,6.03,31,73,0.49
2023-08-26,Downtown,40.72281663182009,-74.02356947602684,Villa,1603638.61,4.32,84,2,0.52
2024-06-24,Tech Park,40.643932998650456,-74.05427674846275,Commercial,2715065.55,5.47,32,74,0.52
2024-10-10,Coastal,40.6026437293903,-73.95229434248249,Apartment,643469.08,4.97,9,62,0.52
2023-06-06,Downtown,40.727215441696764,-73.98854351297989,Commercial,2710152.98,4.58,57,49,0.36
2024-06-15,Industrial,40.81637607551474,-74.19684084794439,Villa,945323.12,6.48,97,92,0.48
2024-07-10,Suburbs,40.74733643719465,-74.10788945386855,Apartment,464381.67,5.54,67,30,0.49
2024-11-27,Suburbs,40.76617838538785,-74.111689105837,Apartment,438565.34,5.14,62,3,0.38
2023-01-31,Tech Park,40.68641087815883,-74.04191329044738,Studio,327157.38,5.59,77,69,0.58
2024-11-13,Suburbs,40.75317663879458,-74.1124850684114,Commercial,2045534.75,4.74,71,70,0.33
2024-07-18,Coastal,40.61391474997021,-73.92309237504745,Villa,1543088.85,5.21,42,76,0.63
2023-12-20,Downtown,40.69325324881563,-73.98927396398656,Villa,1868610.19,3.58,52,46,0.37
2024-06-25,Suburbs,40.76726437958035,-74.12055195502825,Studio,256880.84,5.84,19,5,0.41
2024-12-27,Coastal,40.58872634675337,-73.94169454841774,Commercial,2614524.62,4.85,62,83,0.48
2024-08-31,Industrial,40.800175269697704,-74.20907272775183,Commercial,1876196.25,6.97,96,12,0.52
2024-11-19,Tech Park,40.63519364858505,-74.0520564826096,Villa,1656789.45,6.37,28,33,0.43
2023-05-24,Suburbs,40.75120515354665,-74.08953553628525,Apartment,395085.57,5.5,65,38,0.52
2024-02-29,Suburbs,40.78497151828117,-74.10781463828816,Studio,250589.96,5.61,62,29,0.57
2023-10-05,Suburbs,40.73962896785578,-74.0556891076759,Commercial,1900212.45,5.33,50,89,0.41
2024-11-25,Tech Park,40.62359619528335,-74.0534247791291,Commercial,2389068.73,5.61,25,13,0.47
2023-11-19,Suburbs,40.73126613040379,-74.08695387696778,Villa,903815.81,4.81,94,68,0.57
2023-10-24,Tech Park,40.63248216565701,-74.05382859938464,Villa,1430132.08,5.79,24,99,0.52
2024-10-16,Suburbs,40.750204029428495,-74.11348685907143,Studio,249915.08,5.06,32,64,0.47
2024-06-24,Coastal,40.61902612488599,-73.93946204152668,Commercial,2931524.19,5.4,48,65,0.53
2024-02-09,Suburbs,40.732286754766875,-74.0742922944197,Commercial,1687395.49,5.43,44,28,0.56
2024-05-20,Tech Park,40.674198985171174,-74.02795421250141,Studio,381748.34,5.67,66,46,0.54
2024-11-03,Downtown,40.71993945518534,-74.04554141947821,Commercial,3325239.93,4.29,21,58,0.51
2024-10-21,Tech Park,40.6671219170846,-74.038498784649,Villa,1488718.83,5.71,26,70,0.6
2024-07-13,Downtown,40.70193054482341,-74.00330585063794,Apartment,741111.85,4.09,94,5,0.43
2024-11-17,Suburbs,40.72269956409147,-74.0859701043615,Villa,745235.58,5.57,33,72,0.71
2024-07-04,Suburbs,40.755079359218016,-74.11765990447002,Apartment,403179.13,5.82,9,87,0.46
2024-06-10,Suburbs,40.72005484709643,-74.07438120846666,Studio,262611.46,5.23,80,41,0.57
2023-03-01,Suburbs,40.762355003561744,-74.0947764638605,Commercial,1984176.18,4.85,82,29,0.47
2023-06-02,Tech Park,40.65030365885081,-74.06949613151845,Apartment,601371.45,6.44,81,58,0.27
2024-04-10,Coastal,40.61565259652633,-73.96187432117071,Commercial,2888149.37,4.78,18,73,0.48
2024-06-14,Downtown,40.715446953990174,-74.00091196456698,Commercial,3061504.43,4.32,34,84,0.54
2024-03-20,Tech Park,40.650919187922376,-74.04560709679434,Apartment,581363.59,5.14,7,16,0.47
2024-06-07,Coastal,40.64299106527466,-73.91333030845647,Commercial,2731825.27,4.97,17,32,0.47
2024-03-12,Industrial,40.76808212062851,-74.20666589772723,Apartment,407274.32,6.95,97,55,0.34
2023-05-01,Downtown,40.69147566557913,-73.95841981973196,Villa,1625788.33,4.22,31,88,0.44
2024-03-17,Downtown,40.695639782227346,-74.0376637465794,Studio,455151.42,4.09,91,25,0.4
2023-02-06,Coastal,40.60169010291386,-73.93404010900775,Villa,1084546.74,4.79,72,20,0.52
2024-03-08,Tech Park,40.68495109815247,-74.05519951977337,Studio,328705.04,6.91,19,12,0.57
2024-09-17,Coastal,40.62701704661398,-73.96307358281275,Commercial,2548394.04,4.56,50,38,0.62
2024-10-09,Coastal,40.610619513239286,-73.94234397603398,Apartment,648516.78,5.16,50,14,0.45
2024-12-03,Suburbs,40.760620521897884,-74.09702246392165,Studio,252814.36,5.53,78,56,0.59
2024-01-07,Coastal,40.61897626192943,-73.95165292936053,Studio,471890.58,4.29,35,21,0.48
2024-05-26,Suburbs,40.74242049862187,-74.13738331522,Apartment,452007.35,6.19,86,78,0.38
2024-04-24,Tech Park,40.654657361748534,-74.02564732820534,Commercial,2179451.23,5.85,30,81,0.41
2023-08-17,Coastal,40.59555780076135,-73.95749307935624,Studio,437038.62,5.3,47,79,0.41
2024-12-11,Downtown,40.72230731221384,-74.00357906100238,Commercial,3148974.5,4.02,35,93,0.6
2024-04-10,Suburbs,40.73355847976344,-74.12438568933044,Studio,269862.18,5.14,53,72,0.47
2024-09-30,Suburbs,40.739816644601504,-74.09238094328613,Studio,257986.41,5.23,92,78,0.38
2023-01-07,Tech Park,40.639634947222774,-74.02349447819125,Villa,1456222.71,6.51,95,20,0.46
2024-03-30,Coastal,40.579887080272165,-73.91790984839669,Villa,1395014.06,5.36,9,48,0.41
2023-08-22,Coastal,40.57723883362689,-73.94271040544308,Apartment,620844.72,5.12,19,39,0.45
2023-10-11,Suburbs,40.72985500283088,-74.07806905763539,Apartment,351393.58,5.46,22,3,0.6
2024-09-10,Tech Park,40.657783396204465,-74.04998582744639,Commercial,2635843.95,5.16,94,2,0.72
2023-01-06,Tech Park,40.67398673561856,-74.02202939450585,Studio,417486.59,6.83,96,27,0.52
2024-07-05,Downtown,40.69445689017258,-73.99260383803981,Studio,441193.57,4.42,57,42,0.39
2023-06-01,Coastal,40.596965324831594,-73.92979675092946,Villa,1371133.45,5.52,8,39,0.43
2023-05-16,Coastal,40.578736532885216,-73.94170734209517,Villa,1508387.69,5.0,34,96,0.61
2023-01-09,Downtown,40.71910489853142,-73.96513948396301,Apartment,771768.49,4.06,21,58,0.53
2023-04-25,Tech Park,40.65499858052526,-74.06122966049531,Apartment,561420.46,5.87,46,8,0.41
2023-02-22,Downtown,40.66470900948299,-74.03515248973241,Villa,1671901.28,4.59,30,12,0.45
2023-08-23,Coastal,40.626886364159745,-73.9241348144614,Commercial,2409099.34,4.93,22,93,0.51
2023-03-31,Tech Park,40.65569650557247,-74.05575209468361,Studio,413673.73,5.39,89,24,0.43
2023-04-03,Industrial,40.79628151038102,-74.23198789524389,Villa,784686.16,7.73,95,79,0.38
2024-09-12,Coastal,40.60912477594735,-73.9139692077215,Commercial,2655344.97,5.52,47,71,0.64
2024-01-27,Coastal,40.5946922920179,-73.9258435593076,Apartment,702740.23,5.69,81,42,0.7
2023-12-28,Coastal,40.56362892930627,-73.96328408687893,Apartment,526092.3,5.36,93,20,0.54
2023-06-15,Downtown,40.71875611763941,-73.96394795130207,Villa,1927683.45,4.01,90,31,0.59
2024-11-18,Downtown,40.70500914410834,-74.0135584672057,Studio,416310.99,4.3,79,96,0.59
2023-09-06,Suburbs,40.76866836965917,-74.13521872873261,Villa,1002303.07,6.31,89,96,0.37
2024-05-15,Coastal,40.59940366366663,-73.95124092377164,Studio,324735.36,5.77,23,9,0.61
2023-02-15,Suburbs,40.7516893357278,-74.12138508987509,Villa,1089334.46,5.27,50,34,0.5
2023-04-23,Coastal,40.61010042176547,-73.92590810841264,Villa,1588475.94,5.31,7,89,0.47
2024-02-22,Tech Park,40.640005590011604,-74.05205337217132,Apartment,653349.23,5.33,17,59,0.58
2023-11-11,Suburbs,40.737989779636294,-74.10790379666062,Apartment,493651.67,5.89,10,11,0.62
2023-12-23,Coastal,40.6410568322616,-73.93711416947478,Apartment,654902.15,4.49,85,40,0.45
2023-07-19,Coastal,40.65078763245566,-73.94203005299389,Studio,386888.41,4.93,39,49,0.55
2023-05-09,Downtown,40.68115144051953,-73.98966325977138,Apartment,730678.46,3.97,81,93,0.47
2023-08-08,Industrial,40.79971459294101,-74.22553711552882,Apartment,437940.34,6.37,39,88,0.37
2024-11-01,Downtown,40.72065268231302,-73.99692828952982,Apartment,793701.06,3.82,2,15,0.67
2023-01-16,Industrial,40.805291305250684,-74.18735758105545,Commercial,1500360.39,7.72,66,41,0.46
2023-11-22,Coastal,40.59751428445675,-73.95422768459636,Commercial,2573445.4,5.49,19,68,0.55
2023-06-02,Tech Park,40.639415979803765,-74.04513212388184,Apartment,474393.66,6.08,18,10,0.79
2023-12-06,Industrial,40.78368577778746,-74.17765328919997,Apartment,364743.0,7.98,55,93,0.56
2024-05-17,Downtown,40.70565257807167,-74.02584087121554,Villa,1700334.87,3.83,21,77,0.4
2024-11-09,Tech Park,40.67452312735103,-74.06573863100408,Studio,314732.98,5.89,81,21,0.48
2024-10-23,Coastal,40.588462858105665,-73.95737878878063,Villa,1593354.17,5.63,5,90,0.41
2023-06-01,Tech Park,40.6454394394043,-74.02122347241091,Commercial,2647065.73,5.8,94,99,0.44
2023-06-26,Industrial,40.79302471070601,-74.19394604011246,Apartment,408107.13,5.8,75,57,0.62
2024-03-29,Downtown,40.678999788998624,-74.00953644551547,Studio,442111.75,4.16,23,27,0.42
2024-08-22,Downtown,40.72901726231197,-74.00018070539726,Apartment,711974.35,4.01,51,88,0.27
2023-07-12,Tech Park,40.673637186762186,-74.03715580455378,Studio,352584.37,5.66,39,71,0.39
2023-10-14,Downtown,40.707661097497564,-74.00752890254456,Commercial,2773384.93,3.77,2,15,0.35
2023-02-25,Coastal,40.632003272777304,-73.9334703825928,Commercial,2150643.54,4.99,92,10,0.37
2023-03-25,Suburbs,40.7438306133358,-74.11931565265728,Villa,1021834.04,4.85,94,42,0.51
2024-04-11,Tech Park,40.66223985263829,-74.0845134850675,Villa,1622205.5,5.71,21,88,0.63
2024-12-15,Downtown,40.70346115448493,-73.98850511833938,Studio,465433.36,4.11,80,24,0.62
2023-12-02,Tech Park,40.65721972165074,-74.08222338926348,Villa,1267239.56,6.42,51,35,0.61
2023-10-12,Suburbs,40.728137848787995,-74.13205815123597,Commercial,1658850.55,5.83,14,76,0.44
2024-02-20,Suburbs,40.75553989040854,-74.07285319066507,Villa,948575.16,6.25,2,81,0.66
2023-04-20,Industrial,40.80913376021461,-74.20962921553065,Apartment,343868.54,6.55,83,40,0.58
2023-05-30,Tech Park,40.64582663257559,-74.05625336891464,Villa,1480904.15,6.15,73,6,0.49
2024-05-01,Tech Park,40.63296675651331,-74.0313503229546,Commercial,2452819.76,6.84,72,61,0.54
2024-05-19,Tech Park,40.61979917576029,-74.05441076458312,Villa,1298238.41,5.73,4,77,0.61
2024-01-28,Tech Park,40.65420606080444,-74.03896093704009,Studio,372340.67,5.65,64,41,0.53
2023-06-11,Industrial,40.82450941090629,-74.20366819974585,Commercial,1484130.2,6.96,97,51,0.43
2024-07-13,Suburbs,40.75304098662046,-74.10694372990224,Apartment,484686.1,5.69,86,76,0.59
2024-06-24,Coastal,40.61999429606531,-73.96796338766305,Commercial,2528551.4,3.9,65,15,0.61
2023-11-13,Suburbs,40.731749844512116,-74.09611889867232,Villa,1197981.58,5.04,1,5,0.34
2024-10-12,Downtown,40.70540341822911,-74.01255873044755,Studio,441439.16,3.4,64,31,0.53
2023-05-12,Suburbs,40.7752202795316,-74.12192440649737,Studio,268167.47,5.41,74,34,0.69
2023-05-10,Coastal,40.61505845330576,-73.93357198706016,Villa,1468519.24,4.69,76,1,0.57
2023-11-26,Tech Park,40.64697695426753,-74.08148594697111,Villa,1295913.26,5.23,38,11,0.34
2023-06-27,Tech Park,40.66332252936194,-74.08286280530152,Villa,1454282.65,7.01,31,42,0.51
2024-04-21,Industrial,40.7607145140037,-74.19794282844136,Commercial,1623894.71,6.01,56,22,0.64
2024-06-08,Downtown,40.6749447564482,-73.99977018282405,Apartment,772917.33,3.5,28,77,0.41
2023-10-24,Tech Park,40.650125463123686,-74.074993328959,Studio,317034.09,5.68,40,28,0.45
2024-03-14,Tech Park,40.63581137685343,-74.0371080913517,Studio,384613.54,5.97,75,14,0.44
2023-10-12,Coastal,40.576417835712746,-74.01142301975798,Villa,1681363.69,5.25,49,54,0.57
2023-07-29,Suburbs,40.753729217502716,-74.10475641235212,Villa,1296313.99,5.39,72,92,0.63
2024-12-02,Industrial,40.81288384422077,-74.19162854228018,Villa,994515.45,7.24,11,20,0.49
2024-10-09,Coastal,40.57529250185746,-73.91953546585643,Studio,398393.61,5.38,47,94,0.53
2024-05-30,Industrial,40.77186113198973,-74.15971539051044,Studio,255299.46,7.69,26,77,0.4
2024-06-23,Industrial,40.78765025687683,-74.20148827646864,Apartment,454972.28,6.56,77,58,0.6
2023-06-01,Industrial,40.84698198517575,-74.2038858210123,Villa,921953.44,7.32,47,16,0.42
2023-01-03,Suburbs,40.75638320355018,-74.10401805011084,Apartment,428295.89,6.1,80,59,0.62
2023-11-28,Coastal,40.62072314522277,-73.9902524383304,Commercial,2625857.49,4.89,23,78,0.6
2023-09-28,Downtown,40.70737265609075,-73.98380045455605,Studio,456181.78,3.7,46,56,0.45
2023-03-29,Tech Park,40.66563131107764,-74.0359371491556,Apartment,631992.44,6.06,33,72,0.71
2023-12-09,Downtown,40.718711212035736,-74.0002195589879,Apartment,671158.5,2.99,16,48,0.53
2023-10-19,Downtown,40.72088902397328,-74.01054212015562,Villa,1774483.64,3.58,10,49,0.27
2023-02-26,Downtown,40.722891636289546,-73.99346923273326,Studio,477635.08,3.1,76,30,0.43
2023-01-23,Suburbs,40.73437455000611,-74.09271440478436,Commercial,1595142.77,5.37,65,18,0.53
2024-09-12,Coastal,40.60922849665917,-73.92398116973936,Commercial,2325533.73,4.82,10,20,0.43
2024-05-06,Coastal,40.64234387545653,-73.96020241478958,Studio,418451.25,6.02,12,21,0.55
2023-11-02,Downtown,40.705151480837344,-74.00590839721309,Villa,1841382.29,3.79,96,49,0.46
2024-04-27,Coastal,40.60635895514647,-73.9484884725466,Commercial,2872704.68,4.08,50,16,0.19
2023-12-12,Downtown,40.756274202791055,-74.04089300480598,Villa,1740559.84,3.99,47,44,0.7
2023-03-15,Coastal,40.58110025698497,-73.97785618216378,Commercial,2442755.93,4.84,23,68,0.5
2024-01-19,Tech Park,40.62303645909145,-74.04968635527057,Commercial,2601685.64,7.22,81,87,0.44
2024-10-25,Tech Park,40.61976603545501,-74.00623002027808,Apartment,585977.7,6.71,15,10,0.65
2024-10-01,Downtown,40.712652906927026,-74.00196135597868,Studio,423921.12,3.98,10,63,0.59
2023-05-15,Downtown,40.70311454075606,-74.01783094415345,Villa,1624417.2,4.14,39,28,0.71
2024-04-07,Tech Park,40.646620270036905,-74.03462703824063,Apartment,653920.15,6.02,68,9,0.53
2023-08-06,Industrial,40.792345381401425,-74.19181041227604,Villa,1093152.7,6.09,82,71,0.49
2023-12-25,Suburbs,40.78987725878465,-74.10910920767692,Commercial,2108863.37,5.45,57,9,0.57
2024-04-24,Tech Park,40.673575926555706,-74.06480980212665,Apartment,651889.47,6.57,6,85,0.58
2024-02-16,Downtown,40.73373845479312,-74.0320744926205,Commercial,3248766.28,3.77,79,78,0.3
2024-06-21,Industrial,40.80188797126957,-74.17996875440474,Villa,873901.27,8.01,73,96,0.59
2024-08-12,Coastal,40.58094887764011,-73.9435700419489,Studio,408971.54,4.87,43,76,0.61
2023-06-05,Suburbs,40.73906847375507,-74.10109556720677,Villa,980379.4,5.11,29,17,0.57
2023-12-15,Industrial,40.82770972681036,-74.20894746499683,Studio,198473.69,7.93,49,70,0.62
2023-08-28,Downtown,40.754200527649566,-73.99006970078415,Commercial,3238840.1,3.87,37,51,0.55
2023-12-25,Suburbs,40.76571482579423,-74.0729134020645,Villa,1070871.59,4.47,95,71,0.45
2023-10-23,Suburbs,40.77982336628451,-74.11071114159397,Villa,998197.48,5.68,75,69,0.4
2023-01-13,Downtown,40.72164656621998,-74.00509114535336,Commercial,3149345.75,4.02,92,24,0.51
